playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
2,11,3,3,4,3,4,15,3,1,5,3,3,5,1,13,0,5,15,3,0,2,1,CarefulAGENT
4,5,2,1,14,2,2,15,2,3,12,2,3,6,1,5,0,15,14,1,0,2,2,RandomAGENT
2,6,2,3,4,2,4,2,2,1,13,2,4,7,1,13,0,2,0,3,0,1,0,GreedyAGENT
1,13,3,2,3,3,3,2,0,4,13,0,1,8,1,4,0,3,0,2,0,1,0,CortaAGENT
1,12,3,2,14,3,3,4,0,4,12,0,2,9,1,4,0,3,0,1,0,1,0,CarefulAGENT
2,5,0,3,3,2,4,11,0,1,6,3,3,10,1,11,0,0,0,1,0,0,0,RandomAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,4,3,2,5,3,3,15,3,4,2,3,3,1,3,14,6,15,15,3,2,4,1,CarefulAGENT
3,4,0,4,13,0,1,15,0,2,5,0,3,2,3,15,14,13,14,2,2,2,3,RandomAGENT
1,11,3,2,12,3,3,4,1,4,13,3,4,3,3,14,6,15,0,2,2,4,0,GreedyAGENT
4,2,1,1,3,1,2,12,1,3,6,1,3,4,3,6,15,12,0,2,3,2,0,CarefulAGENT
2,13,1,3,3,0,4,11,1,1,14,1,4,5,3,11,11,14,3,1,2,2,1,RandomAGENT
1,6,3,2,15,1,3,11,2,4,3,3,1,6,3,14,0,15,0,1,0,4,0,GreedyAGENT
1,14,3,2,6,0,3,15,2,4,5,1,1,7,3,14,0,15,0,1,0,3,0,CortaAGENT
1,13,2,2,2,2,3,3,2,4,6,2,1,8,3,14,0,4,0,1,0,2,0,CarefulAGENT
1,12,0,2,2,0,3,14,0,4,11,0,3,9,3,14,0,4,0,1,0,1,0,GreedyAGENT
3,4,2,4,14,2,1,5,2,2,12,2,2,10,3,0,0,5,0,0,0,1,0,CortaAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,3,2,2,11,2,3,4,2,4,2,2,2,1,0,11,13,4,14,3,3,1,3,CarefulAGENT
2,12,2,3,13,1,4,15,2,1,5,2,3,2,0,13,5,15,11,2,2,2,3,RandomAGENT
4,13,0,1,14,0,2,15,0,3,11,0,3,3,0,15,12,13,15,2,2,1,3,GreedyAGENT
2,2,0,3,5,0,4,3,0,1,4,0,2,4,0,3,5,14,11,1,2,1,3,CortaAGENT
3,6,0,4,2,1,1,12,0,2,13,2,3,5,0,12,15,6,3,1,3,1,1,CarefulAGENT
1,6,2,2,15,3,3,6,3,4,14,2,4,6,0,0,6,0,14,0,2,0,3,RandomAGENT
4,5,3,1,3,3,2,12,3,3,14,3,4,7,0,0,12,0,12,0,2,0,2,GreedyAGENT
3,3,1,4,5,1,1,15,1,2,12,1,3,8,0,0,15,0,0,0,3,0,0,CortaAGENT
1,11,1,2,4,1,3,6,1,4,2,3,1,9,0,0,6,0,13,0,1,0,1,CarefulAGENT
1,14,1,2,4,3,3,13,3,4,11,3,1,10,0,0,0,0,13,0,0,0,1,RandomAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,11,2,2,3,2,3,5,2,4,2,2,1,1,2,13,15,5,12,1,4,1,4,CarefulAGENT
1,2,0,2,5,0,3,13,0,4,15,0,4,2,2,13,15,0,12,1,4,0,4,RandomAGENT
4,4,2,1,14,2,2,13,2,3,13,1,2,3,2,14,5,13,0,4,2,2,0,GreedyAGENT
1,14,1,2,3,1,3,11,1,4,2,1,1,4,2,0,15,0,12,0,3,0,4,CarefulAGENT
1,6,1,2,5,1,3,15,1,4,11,0,3,5,2,0,15,0,12,0,2,0,4,GreedyAGENT
3,6,3,4,13,3,1,4,3,2,6,2,4,6,2,0,4,0,15,0,1,0,4,CortaAGENT
2,12,0,3,11,3,4,3,0,1,14,3,1,7,2,3,0,15,5,1,0,2,1,CarefulAGENT
2,6,0,3,12,3,4,5,3,1,2,3,1,8,2,0,0,15,5,0,0,2,1,RandomAGENT
2,14,0,3,12,1,4,12,2,1,4,1,3,9,2,0,0,15,0,0,0,2,0,GreedyAGENT
4,15,2,1,15,3,2,4,0,3,3,3,1,10,2,4,0,0,0,1,0,0,0,CortaAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,2,2,2,4,2,3,5,2,4,3,2,3,1,3,15,11,15,12,3,1,4,2,CarefulAGENT
3,14,2,4,12,2,1,12,1,2,11,2,1,2,3,12,12,0,14,2,4,0,3,RandomAGENT
3,12,3,4,3,3,1,14,3,2,4,3,3,3,3,12,6,0,14,2,3,0,3,GreedyAGENT
1,6,3,2,2,3,3,11,3,4,13,3,4,4,3,15,11,15,11,3,1,2,1,CortaAGENT
4,15,1,1,3,1,2,13,1,3,11,1,1,5,3,6,13,6,15,3,1,1,1,CarefulAGENT
4,14,1,1,5,1,2,15,3,3,13,0,3,6,3,6,0,6,15,3,0,1,1,RandomAGENT
2,6,2,3,15,2,4,2,0,1,5,3,4,7,3,14,4,0,0,2,2,0,0,GreedyAGENT
1,6,1,2,6,0,3,15,0,4,2,1,1,8,3,15,0,13,0,2,0,1,0,CortaAGENT
1,12,0,2,5,0,3,4,0,4,14,0,4,9,3,4,0,13,0,1,0,1,0,CarefulAGENT
4,4,1,1,11,0,2,3,0,3,13,2,1,10,3,3,0,0,0,1,0,0,0,RandomAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,5,2,2,2,2,3,4,2,4,11,2,4,1,1,6,15,12,11,2,4,2,2,CarefulAGENT
4,4,0,1,14,0,2,15,0,3,6,0,3,2,1,15,12,13,15,2,2,2,3,GreedyAGENT
2,12,1,3,4,1,4,11,1,1,5,3,1,3,1,11,11,15,4,1,4,2,1,CortaAGENT
2,12,3,3,6,3,4,4,3,1,2,3,1,4,1,11,6,15,4,1,3,2,1,CarefulAGENT
2,15,3,3,11,3,4,6,1,1,14,3,3,5,1,11,6,15,0,1,3,2,0,GreedyAGENT
4,2,1,1,5,0,2,5,1,3,13,1,4,6,1,12,5,13,13,1,1,2,1,CortaAGENT
3,12,2,4,14,2,1,6,2,2,13,2,2,7,1,13,0,6,3,2,0,1,1,CarefulAGENT
4,15,2,1,3,0,2,3,2,3,2,0,1,8,1,12,0,3,13,1,0,1,1,RandomAGENT
4,11,0,1,13,0,2,12,0,3,14,1,4,9,1,12,0,0,13,1,0,0,1,GreedyAGENT
3,15,1,4,3,1,1,3,3,2,13,3,1,10,1,0,0,0,3,0,0,0,1,CortaAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,6,0,2,11,0,3,3,0,4,2,0,2,1,3,4,2,15,15,2,1,4,3,CarefulAGENT
2,13,0,3,4,0,4,12,0,1,5,2,1,2,3,14,15,0,11,3,3,0,3,GreedyAGENT
2,14,1,3,2,1,4,15,1,1,13,1,3,3,3,14,15,0,11,2,3,0,3,CarefulAGENT
4,4,3,1,6,3,2,3,3,3,2,3,2,4,3,15,6,14,3,1,2,3,1,RandomAGENT
1,12,3,2,14,2,3,15,3,4,5,3,3,5,3,0,0,15,15,0,0,4,2,GreedyAGENT
3,14,3,4,11,3,1,13,3,2,3,2,1,6,3,0,11,6,13,0,2,2,1,CortaAGENT
3,12,2,4,5,0,1,4,2,2,11,2,1,7,3,0,11,6,0,0,2,2,0,CarefulAGENT
3,13,2,4,12,1,1,6,2,2,5,1,1,8,3,0,11,6,0,0,2,1,0,RandomAGENT
3,2,2,4,14,0,1,11,1,2,6,1,1,9,3,0,11,0,0,0,2,0,0,GreedyAGENT
3,15,2,4,3,1,1,4,1,2,15,0,1,10,3,0,4,0,0,0,1,0,0,CortaAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,2,2,2,3,2,3,4,2,4,5,2,4,1,2,15,6,14,15,4,2,2,2,CarefulAGENT
4,11,1,1,2,1,2,14,1,3,6,1,3,2,2,5,14,6,4,2,3,1,3,RandomAGENT
2,6,2,3,14,2,4,13,2,1,15,2,4,3,2,14,15,13,12,1,3,3,1,GreedyAGENT
1,11,0,2,2,0,3,15,0,4,14,0,3,4,2,15,3,0,15,4,1,0,2,CortaAGENT
3,4,0,4,12,3,1,12,0,2,5,0,3,5,2,12,0,0,14,2,0,0,4,CarefulAGENT
1,5,3,2,2,3,3,15,3,4,13,1,3,6,2,13,3,0,15,2,1,0,2,GreedyAGENT
3,13,3,4,12,2,1,6,3,2,3,3,2,7,2,3,0,0,14,1,0,0,3,CortaAGENT
4,11,2,1,11,3,2,4,3,3,3,1,1,8,2,0,12,0,4,0,2,0,1,CarefulAGENT
4,15,1,1,3,0,2,12,1,3,6,0,1,9,2,0,12,0,0,0,2,0,0,RandomAGENT
4,5,1,1,14,3,2,4,1,3,13,0,1,10,2,0,4,0,0,0,1,0,0,GreedyAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,2,0,2,3,0,3,4,0,4,11,0,4,1,1,5,11,13,15,2,2,3,3,CarefulAGENT
4,14,3,1,13,3,2,5,3,3,15,3,4,2,1,15,15,15,5,2,3,3,1,RandomAGENT
3,11,3,4,3,3,1,4,3,2,4,1,4,3,1,14,14,11,12,2,2,2,2,GreedyAGENT
2,6,0,3,5,0,4,12,0,1,14,0,4,4,1,12,12,12,6,1,3,2,1,CarefulAGENT
1,14,1,2,13,1,3,11,1,4,12,1,1,5,1,0,11,13,2,0,2,3,1,RandomAGENT
1,12,3,2,15,1,3,2,3,4,6,3,2,6,1,0,5,13,2,0,1,3,1,GreedyAGENT
2,14,2,3,5,2,4,4,2,1,11,2,1,7,1,0,6,12,0,0,2,2,0,CarefulAGENT
2,15,0,3,6,2,4,12,2,1,13,0,1,8,1,0,6,12,0,0,2,1,0,RandomAGENT
2,15,2,3,13,2,4,6,1,1,2,2,3,9,1,0,6,0,0,0,2,0,0,GreedyAGENT
4,3,1,1,2,1,2,3,2,3,5,1,4,10,1,0,0,3,0,0,0,1,0,CortaAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,2,2,2,6,2,3,4,2,4,5,2,2,1,1,11,14,15,13,3,2,3,2,CarefulAGENT
2,5,1,3,14,1,4,12,1,1,15,1,4,2,1,15,12,0,15,2,3,0,4,GreedyAGENT
1,14,0,2,13,0,3,3,0,4,12,0,1,3,1,11,3,15,13,3,1,2,2,CarefulAGENT
1,11,1,2,4,1,3,3,1,4,2,1,1,4,1,11,3,15,13,2,1,2,2,GreedyAGENT
1,4,0,2,2,0,3,6,0,4,15,0,4,5,1,11,0,15,13,2,0,2,2,CarefulAGENT
4,11,3,1,2,3,2,3,3,3,5,3,1,6,1,5,13,14,3,1,1,2,1,RandomAGENT
4,6,1,1,14,3,2,13,1,3,11,0,3,7,1,5,13,14,0,1,1,2,0,GreedyAGENT
2,14,2,3,11,2,4,15,3,1,3,2,1,8,1,0,0,0,15,0,0,0,3,CarefulAGENT
2,12,2,3,15,2,4,6,3,1,13,2,2,9,1,0,0,0,12,0,0,0,2,GreedyAGENT
3,13,3,4,12,3,1,4,3,2,5,0,1,10,1,0,0,0,4,0,0,0,1,CortaAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,3,0,2,2,0,3,5,0,4,13,0,4,1,0,15,6,11,14,4,2,2,2,CarefulAGENT
4,3,2,1,4,2,2,15,2,3,11,2,3,2,0,11,11,15,5,2,1,4,2,GreedyAGENT
2,11,1,3,3,1,4,15,1,1,4,1,3,3,0,0,15,12,15,0,2,2,4,CarefulAGENT
4,2,1,1,13,1,2,4,0,3,6,1,3,4,0,11,0,14,5,2,0,3,2,GreedyAGENT
2,2,2,3,5,2,4,6,2,1,5,1,3,5,0,0,0,12,15,0,0,2,4,CarefulAGENT
4,4,3,1,3,3,2,2,3,3,14,3,4,6,0,11,0,14,5,1,0,2,2,GreedyAGENT
3,15,0,4,11,3,1,12,0,2,11,0,1,7,0,12,14,0,6,1,2,0,1,CortaAGENT
3,13,3,4,15,3,1,6,3,2,5,3,2,8,0,0,14,0,6,0,2,0,1,CarefulAGENT
4,12,2,1,14,1,2,13,2,3,6,0,4,9,0,0,0,14,0,0,0,2,0,RandomAGENT
3,14,0,4,12,3,1,12,1,2,14,2,1,10,0,0,12,0,0,0,1,0,0,GreedyAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,2,2,2,12,2,3,4,2,4,6,2,2,1,2,14,14,15,15,2,3,2,3,CarefulAGENT
2,15,1,3,4,1,4,3,3,1,2,1,1,2,2,15,0,11,14,5,0,1,3,RandomAGENT
2,11,0,3,14,0,4,15,0,1,2,0,3,3,2,15,0,11,14,5,0,1,2,GreedyAGENT
4,11,2,1,3,2,2,14,2,3,15,2,4,4,2,3,13,14,13,1,3,2,1,CortaAGENT
3,12,1,4,11,3,1,5,1,2,3,1,1,5,2,0,6,5,12,0,2,1,3,CarefulAGENT
3,14,1,4,5,0,1,6,1,2,13,1,1,6,2,0,6,5,12,0,1,1,3,RandomAGENT
3,13,0,4,12,0,1,5,2,2,3,0,3,7,2,0,0,5,12,0,0,1,3,GreedyAGENT
1,12,3,2,13,3,3,2,3,4,14,3,4,8,2,0,0,0,15,0,0,0,3,CortaAGENT
4,6,0,1,5,3,2,13,2,3,6,3,3,9,2,0,11,13,0,0,1,1,0,CarefulAGENT
2,11,1,3,15,3,4,4,0,1,4,3,1,10,2,4,0,0,0,1,0,0,0,RandomAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,4,3,2,2,3,3,3,3,4,6,3,4,1,1,14,11,13,5,5,1,2,2,CarefulAGENT
4,12,3,1,15,3,2,13,1,3,5,3,3,2,1,15,15,12,0,2,4,3,0,GreedyAGENT
2,15,1,3,11,1,4,12,1,1,5,1,1,3,1,13,12,14,11,2,3,2,1,CortaAGENT
2,14,1,3,5,0,4,6,1,1,4,1,1,4,1,13,6,14,11,2,2,2,1,CarefulAGENT
2,11,2,3,13,2,4,5,2,1,15,2,4,5,1,13,2,14,11,2,1,2,1,GreedyAGENT
1,2,2,2,12,2,3,3,2,4,14,2,4,6,1,14,0,3,0,4,0,1,0,CarefulAGENT
4,2,1,1,12,0,2,3,1,3,14,0,3,7,1,15,3,4,0,2,1,1,0,RandomAGENT
2,3,0,3,2,0,4,11,0,1,14,3,3,8,1,13,0,0,11,2,0,0,1,GreedyAGENT
4,11,3,1,13,3,2,4,2,3,6,0,2,9,1,15,0,4,0,1,0,1,0,CortaAGENT
1,6,2,2,15,0,3,4,0,4,13,0,1,10,1,4,0,0,0,1,0,0,0,CarefulAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,11,3,2,5,3,3,2,3,4,3,3,1,1,0,11,0,11,13,3,0,3,4,CarefulAGENT
1,6,2,2,12,2,3,11,2,4,13,2,4,2,0,11,0,11,13,3,0,3,3,GreedyAGENT
4,15,3,1,14,1,2,6,3,3,4,3,1,3,0,15,13,4,6,2,4,1,1,CarefulAGENT
4,14,0,1,4,0,2,15,0,3,11,0,3,4,0,15,13,4,0,2,4,1,0,GreedyAGENT
2,4,2,3,3,2,4,2,2,1,5,1,1,5,0,13,15,15,14,1,1,3,1,CarefulAGENT
2,12,1,3,6,0,4,15,1,1,6,1,2,6,0,13,15,15,14,1,1,2,1,RandomAGENT
3,5,2,4,14,2,1,5,0,2,12,0,4,7,0,5,4,0,0,2,2,0,0,GreedyAGENT
2,11,1,3,3,0,4,13,0,1,2,1,3,8,0,13,0,15,14,1,0,1,1,CortaAGENT
4,14,3,1,2,0,2,3,1,3,12,3,2,9,0,0,13,0,0,0,2,0,0,CarefulAGENT
1,4,1,2,13,1,3,13,3,4,15,2,2,10,0,0,0,0,13,0,0,0,1,RandomAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,13,1,2,11,1,3,2,1,4,5,1,1,1,2,11,4,4,14,1,3,2,4,CarefulAGENT
1,3,3,2,11,3,3,14,3,4,2,3,3,2,2,11,4,4,14,1,2,2,4,GreedyAGENT
3,4,2,4,11,2,1,15,2,2,5,2,3,3,2,4,15,15,15,1,1,3,3,CortaAGENT
1,12,2,2,13,2,3,2,2,4,3,2,2,4,2,11,4,2,13,1,2,1,3,CarefulAGENT
2,14,1,3,3,1,4,6,1,1,15,1,4,5,2,14,12,6,0,3,2,1,0,RandomAGENT
1,14,2,2,15,0,3,4,1,4,6,2,1,6,2,11,4,0,13,1,1,0,3,GreedyAGENT
1,4,0,2,12,0,3,11,0,4,5,0,2,7,2,11,0,0,13,1,0,0,3,CortaAGENT
2,3,0,3,13,3,4,2,0,1,15,3,1,8,2,14,12,0,0,2,1,0,0,CarefulAGENT
2,13,0,3,5,3,4,14,0,1,4,3,3,9,2,14,12,0,0,1,1,0,0,RandomAGENT
4,12,1,1,6,3,2,6,0,3,12,3,1,10,2,6,0,0,0,1,0,0,0,GreedyAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,11,0,2,4,0,3,2,0,4,5,0,1,1,1,12,12,11,5,3,2,3,2,CarefulAGENT
1,14,2,2,13,2,3,11,2,4,2,2,1,2,1,12,12,11,5,2,2,3,2,GreedyAGENT
1,12,3,2,4,3,3,2,3,4,3,3,1,3,1,12,12,6,5,2,2,2,2,CarefulAGENT
1,15,1,2,3,1,3,12,1,4,11,1,1,4,1,12,12,6,5,2,2,2,1,GreedyAGENT
1,13,1,2,5,1,3,2,1,4,6,1,1,5,1,12,2,6,5,2,1,2,1,CortaAGENT
1,14,1,2,4,1,3,6,2,4,14,3,1,6,1,12,0,6,5,2,0,2,1,CarefulAGENT
1,5,2,2,12,2,3,3,2,4,13,3,2,7,1,12,0,3,5,2,0,1,1,RandomAGENT
2,15,3,3,5,3,4,15,0,1,6,3,1,8,1,15,0,0,0,3,0,0,0,GreedyAGENT
2,4,2,3,12,0,4,6,0,1,15,2,4,9,1,14,0,0,0,2,0,0,0,CortaAGENT
1,11,3,2,13,0,3,3,0,4,14,0,1,10,1,3,0,0,0,1,0,0,0,CarefulAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,15,0,2,12,0,3,4,0,4,2,0,1,1,0,13,5,4,6,5,3,1,1,CarefulAGENT
1,3,1,2,15,1,3,5,1,4,13,1,2,2,0,13,5,4,6,4,3,1,1,RandomAGENT
2,14,0,3,13,0,4,3,0,1,5,3,1,3,0,3,11,15,2,1,2,4,1,GreedyAGENT
2,11,3,3,6,3,4,2,3,1,14,3,4,4,0,0,11,15,2,0,2,4,1,CarefulAGENT
1,12,1,2,14,1,3,2,1,4,11,1,2,5,0,11,4,4,0,3,2,1,0,GreedyAGENT
2,15,3,3,6,0,4,2,2,1,4,3,2,6,0,0,6,15,0,0,1,4,0,CortaAGENT
3,11,0,4,15,2,1,11,2,2,13,3,1,7,0,0,0,11,12,0,0,2,2,CarefulAGENT
3,4,2,4,12,2,1,6,2,2,13,2,4,8,0,0,0,6,12,0,0,1,2,RandomAGENT
2,14,2,3,5,0,4,5,2,1,3,3,2,9,0,0,6,5,0,0,1,1,0,GreedyAGENT
3,4,1,4,6,1,1,12,3,2,3,2,2,10,0,0,0,0,12,0,0,0,1,CortaAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,3,0,2,11,0,3,4,0,4,2,0,2,1,1,4,11,14,4,1,2,5,2,CarefulAGENT
2,4,2,3,3,2,4,4,1,1,15,2,3,2,1,13,14,0,14,3,3,0,3,RandomAGENT
4,14,3,1,2,3,2,15,3,3,4,3,3,3,1,14,15,13,15,1,3,1,3,GreedyAGENT
2,2,1,3,11,1,4,13,1,1,12,1,3,4,1,13,14,0,11,3,2,0,2,CortaAGENT
4,5,0,1,12,0,2,14,0,3,3,3,3,5,1,14,15,13,12,1,2,1,2,CarefulAGENT
2,13,2,3,12,2,4,5,3,1,6,2,1,6,1,13,14,0,11,2,1,0,2,RandomAGENT
2,15,1,3,6,1,4,14,1,1,3,1,1,7,1,13,14,0,11,2,1,0,1,GreedyAGENT
2,5,1,3,14,2,4,13,0,1,15,0,1,8,1,13,0,0,11,2,0,0,1,CortaAGENT
2,6,3,3,2,2,4,11,3,1,13,3,4,9,1,6,0,0,11,1,0,0,1,CarefulAGENT
1,5,2,2,12,3,3,11,2,4,6,0,3,10,1,0,0,11,0,0,0,1,0,RandomAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,2,0,2,4,0,3,5,0,4,3,0,3,1,0,15,13,6,13,3,2,2,3,CarefulAGENT
3,3,2,4,14,2,1,12,2,2,15,2,4,2,0,11,15,12,14,1,1,3,4,RandomAGENT
2,6,0,3,15,0,4,13,0,1,11,0,2,3,0,13,11,2,0,2,5,1,0,GreedyAGENT
3,14,0,4,12,0,1,14,3,2,4,3,1,4,0,0,15,11,14,0,1,2,4,CortaAGENT
3,6,3,4,2,2,1,11,3,2,5,3,3,5,0,0,15,11,11,0,1,2,3,CarefulAGENT
1,11,2,2,13,2,3,6,2,4,5,1,2,6,0,0,13,6,13,0,2,1,2,GreedyAGENT
2,6,1,3,12,1,4,11,1,1,15,1,4,7,0,0,11,0,0,0,4,0,0,CarefulAGENT
1,2,3,2,15,3,3,12,3,4,3,1,2,8,0,0,13,0,13,0,1,0,2,RandomAGENT
2,14,1,3,13,1,4,2,1,1,3,3,1,9,0,0,4,0,0,0,2,0,0,GreedyAGENT
2,5,2,3,13,3,4,4,1,1,4,2,1,10,0,0,4,0,0,0,1,0,0,CortaAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,2,0,2,4,0,3,15,0,4,3,0,3,1,2,15,15,15,15,1,3,2,4,CarefulAGENT
3,6,3,4,13,1,1,12,3,2,14,3,4,2,2,12,14,11,12,2,2,1,4,RandomAGENT
2,3,2,3,15,2,4,14,2,1,11,2,2,3,2,14,12,14,0,2,2,4,0,GreedyAGENT
3,13,2,4,4,2,1,14,1,2,6,2,1,4,2,12,14,0,5,2,2,0,3,CortaAGENT
3,5,1,4,6,1,1,4,1,2,11,1,4,5,2,12,4,0,5,2,1,0,3,CarefulAGENT
2,12,2,3,11,3,4,5,2,1,12,0,1,6,2,14,12,5,0,2,1,2,0,RandomAGENT
2,3,1,3,15,1,4,12,1,1,2,3,2,7,2,14,12,2,0,2,1,1,0,GreedyAGENT
3,13,3,4,13,0,1,4,3,2,3,3,1,8,2,5,0,0,5,1,0,0,2,CortaAGENT
3,15,3,4,14,0,1,5,3,2,11,0,1,9,2,5,0,0,5,1,0,0,1,CarefulAGENT
3,2,1,4,2,2,1,5,0,2,6,0,2,10,2,5,0,0,0,1,0,0,0,RandomAGENT
playerNum1,card1,suit1,playerNum2,card2,suit2,playerNum3,card3,suit3,playerNum4,card4,suit4,roundWinningPlayer,handNumber,trunfo,valueOfSpades,valueOfCopas,valueOfPaus,valueOfOuros,numOfSpadesinHand,numOfCopasInHand,numOfPausInHand,numOfOurosInHand,strategy
1,3,3,2,2,3,3,5,3,4,4,3,3,1,1,6,13,12,6,2,3,3,2,CarefulAGENT
3,3,2,4,6,2,1,13,2,2,14,2,4,2,1,13,6,15,14,4,2,2,1,RandomAGENT
2,15,1,3,13,1,4,4,1,1,6,1,1,3,1,15,14,4,13,2,3,1,2,GreedyAGENT
